-0.500000, -0.500000, -0.375000
0.000000, -0.500000, 0.000000
0.500000, -0.500000, -0.125000
1.000000, -0.500000, 0.000000
1.500000, -0.500000, 1.125000
2.000000, -0.500000, 4.000000
2.500000, -0.500000, 9.375000
3.000000, -0.500000, 18.000000
3.500000, -0.500000, 30.625000

-0.500000, 0.000000, -0.125000
0.000000, 0.000000, 0.000000
0.500000, 0.000000, 0.125000
1.000000, 0.000000, 1.000000
1.500000, 0.000000, 3.375000
2.000000, 0.000000, 8.000000
2.500000, 0.000000, 15.625000
3.000000, 0.000000, 27.000000
3.500000, 0.000000, 42.875000

-0.500000, 0.500000, 0.125000
0.000000, 0.500000, 0.000000
0.500000, 0.500000, 0.375000
1.000000, 0.500000, 2.000000
1.500000, 0.500000, 5.625000
2.000000, 0.500000, 12.000000
2.500000, 0.500000, 21.875000
3.000000, 0.500000, 36.000000
3.500000, 0.500000, 55.125000

-0.500000, 1.000000, 0.375000
0.000000, 1.000000, 0.000000
0.500000, 1.000000, 0.625000
1.000000, 1.000000, 3.000000
1.500000, 1.000000, 7.875000
2.000000, 1.000000, 16.000000
2.500000, 1.000000, 28.125000
3.000000, 1.000000, 45.000000
3.500000, 1.000000, 67.375000

-0.500000, 1.500000, 0.625000
0.000000, 1.500000, 0.000000
0.500000, 1.500000, 0.875000
1.000000, 1.500000, 4.000000
1.500000, 1.500000, 10.125000
2.000000, 1.500000, 20.000000
2.500000, 1.500000, 34.375000
3.000000, 1.500000, 54.000000
3.500000, 1.500000, 79.625000

-0.500000, 2.000000, 0.875000
0.000000, 2.000000, 0.000000
0.500000, 2.000000, 1.125000
1.000000, 2.000000, 5.000000
1.500000, 2.000000, 12.375000
2.000000, 2.000000, 24.000000
2.500000, 2.000000, 40.625000
3.000000, 2.000000, 63.000000
3.500000, 2.000000, 91.875000

-0.500000, 2.500000, 1.125000
0.000000, 2.500000, 0.000000
0.500000, 2.500000, 1.375000
1.000000, 2.500000, 6.000000
1.500000, 2.500000, 14.625000
2.000000, 2.500000, 28.000000
2.500000, 2.500000, 46.875000
3.000000, 2.500000, 72.000000
3.500000, 2.500000, 104.125000

-0.500000, 3.000000, 1.375000
0.000000, 3.000000, 0.000000
0.500000, 3.000000, 1.625000
1.000000, 3.000000, 7.000000
1.500000, 3.000000, 16.875000
2.000000, 3.000000, 32.000000
2.500000, 3.000000, 53.125000
3.000000, 3.000000, 81.000000
3.500000, 3.000000, 116.375000

-0.500000, 3.500000, 1.625000
0.000000, 3.500000, 0.000000
0.500000, 3.500000, 1.875000
1.000000, 3.500000, 8.000000
1.500000, 3.500000, 19.125000
2.000000, 3.500000, 36.000000
2.500000, 3.500000, 59.375000
3.000000, 3.500000, 90.000000
3.500000, 3.500000, 128.625000

